name;votes;level
Разрешить бесплатные тренировки по вождению мотоцикла на не используемых асфальтированных участках города (г.Москва);155;Региональный
Запретить повышение ставки транспортного налога более чем на 10% от значений 2017 года в Курской области;153;Региональный
Создать в Москве исторический парк для любителей русской деревни и русского народного пения;152;Региональный
Снести или продлить надземную эстакаду Можайского шоссе;152;Региональный
Создать в Российской государственной библиотеке зал, обслуживающий читателей круглосуточно (г.Москва);152;Региональный
Внести поправки в действующее жилищное законодательство города Москвы, которые позволят гражданам реализовать право проживающих в коммунальных квартирах на внеочередное предоставление субсидий;151;Региональный
Построить выход из метро «Коньково» на пустыре близ дома № 107 по улице Профсоюзная (г.Москва);151;Региональный
 Учредить всероссийский «День качества» и придать ему статус профессионального праздника работников служб качества;150;Федеральный
Ввести привязку Единого проездного билета к личности пассажира (г.Москва);150;Региональный
Дополнить ежегодное медицинское освидетельствование работников, имеющих водительские права, дополнительным обследованием на право управления авто и мототранспортом соответствующих категорий;149;Федеральный
Воссоздать сквер на улице Шкапина рядом с Балтийским вокзалом в Санкт-Петербурге для жителей и гостей города;148;Региональный
Ввести закон об обязательном обучении, практике древним знаниям хилера в медицинских госуниверситетах на сопутствующих кафедрах на бесплатной и платной основе для талантливых, нравственных, порядочных учеников;147;Федеральный
Ввести в РОИ материальное поощрение авторов инициатив;146;Федеральный
Скорректировать «грузовой каркас» ВАО Москвы;144;Региональный
Регулирование управления группами (сообществами) социальных сетей со стороны администраторов;142;Федеральный
Создать более полезный и менее затратный интернет-ресурс для обеспечения требований законодательства;141;Федеральный
Разработать новые автомобильные регистрационные знаки с изображением цветных герба России и герба региона и превратить такие регистрационные знаки в одну из достопримечательностей России;140;Федеральный
Расширить Зенинское шоссе до четырёх полос (Московская область);139;Региональный
Объявить 50-летний мораторий на перевод часов в Саратовской области;139;Региональный
Построить в Москве надземные трамвайные линии над всеми радиальными шоссе;138;Региональный
Запретить использование двигателей внутреннего сгорания в парках и зелёных зонах Москвы;138;Региональный
Ввести возможность подключения банковского счета к программе помощи тяжелобольным людям с возможностью автоматического списания определенной суммы;138;Федеральный
Добавить в разметку автостоянок зоны для посадки и высадки с одной из сторон места для парковки;138;Федеральный
Согласовать департаменту природопользования и охраны окружающей среды города Москвы предварительный проект размещения некапитальных строений Косинского детского морского клуба согласно постановлению Правительства Москвы от 13.11.2012 г. № 636-РП;137;Региональный
Запретить эксплуатацию городского транспорта экологического стандарта ниже Евро 5 (г.Москва);137;Региональный
Убрать трамваи с улиц Санкт Петербурга;136;Региональный
Запретить осуществлять коммерческую деятельность на частном транспорте автомобилями массой до 3 500 кг (Газель, Соболь, УАЗ, Баргузин);136;Федеральный
Создать внеуличный общественный городской транспорт для Ярославского района г.Москвы с использованием Московской монорельсовой транспортной системы (ММТС), а также опционально для г.Мытищи Московской области;136;Региональный
Разрешить участие в выборах с 14 лет;135;Федеральный
Построить путепровод через железнодорожные пути у станции Колпино (г.Санкт-Петербург);135;Региональный
Приватизация ведомственной охраны;135;Федеральный
Скорректировать и добавить новые пункты к Закону РФ от 15 апреля 1993 г. № 4802-I «О статусе столицы Российской Федерации»;133;Федеральный
Внести изменения для участников РОИ с целью совершенствования системы;132;Федеральный
Ввести мораторий на переименование топонимов в Санкт-Петербурге до 2027 года;129;Региональный
Отменить снос недостроенной телевизионной башни в городе Екатеринбурге;128;Региональный
Улучшить условия для выгула собак, и принятие мер по уборке отходов в Калининском районе Санкт-Петербурга;128;Региональный
Введение в РФ особого ежегодного государственного Дня Памяти;128;Федеральный
Оставить штрафы за превышение скорости как есть, если превышение идёт в пределах разрешенных для территории/ТС (например, 60 км/ч в городе, 90 км/ч на трассе для легковых), и увеличить в 10 раз, если превышения идут выше обозначенных;127;Федеральный
Защита законом межгосударственной надгосударственной криптовалютной собственности граждан;126;Федеральный
Организовать автобусное сообщение между метро Озерки и метро Комендантский проспект через Долгоозерную и Вербную улицы (г.Санкт-Петербург);126;Региональный
Возможность установки автомобилистами передних стекол (в том числе покрытые прозрачными цветными пленками), светопропускаемость которых не соответствует требованиям технического регламента, при соблюдении определенных условий;126;Федеральный
Увеличить ставку транспортного налога на автомобили, с даты выпуска которых прошло более 10 лет ;125;Федеральный
Вввести дисциплину «Миротворчество», объединяющую предметные знания о миролюбии, в просветительную и образовательные системы России;123;Федеральный
Перекрасить городские туалеты возле станций метро в городе Москве. Придумать цвета или дизайн. ;123;Региональный
Перевести общественный транспорт на электрическую тягу (г.Москва);122;Региональный
Запретить использование светодиодов в наружном освещении и внутреннем освещении общественных мест (в том числе: подъездов жилых домов, лифтов);121;Федеральный
Построить линию монорельса от Гвардейской улицы до станции метро «Молодёжная» (Москва, Можайский район);119;Региональный
Оборудовать защитными отбойниками остановки общественного транспорта в Санкт-Петербурге;118;Региональный
Создать проект «Песни в метро» (сделать в московском метро площадки для певцов и певиц);117;Региональный
Провести благоустройство улицы Плющиха и прилегающих территорий в рамках проекта «Моя улица» (г.Москва);116;Региональный
Вывести асфальтобетонные заводы (ООО АБЗ-Подольск; ООО СтройИнвест - 3; ООО Дорлидер – 1 завод ДС-168; ООО Дорлидер – 2 завод ДС-168) и «Вторчермет НЛМК» из промзоны «Северная» г.Подольска Московской области;116;Региональный
Дополнить административное наказание новым видом: пролонгированный административный арест;115;Федеральный
Создать трудовые агентства как компании, формирующие цену на трудовые ресурсы;113;Федеральный
Начать строительство Большого Смоленского моста до конца 2018 года (г.Санкт-Петербург);112;Региональный
Запретить строительство скоростной магистрали вдоль Лопухинского сада в Санкт-Петербурге;111;Региональный
Разрешить коренным малочисленным общинам Севера, Сибири и Дальнего Востока России открывать казино и регистрировать на своей территории юридические лица с льготным режимом налогообложения;111;Федеральный
Обновить финансово-экономических инструмент, применить инструментарий «Дополнительные + 2% ВВП в 2018-2019 годах»;110;Федеральный
Создать федеральную программу по переселению омичей в перспективные регионы;110;Федеральный
Налоговый иммунитет для частных следователей;106;Федеральный
Учредить праздник «День детей»;104;Федеральный
Упразднить систему досмотра пассажиров и багажа в г.Санкт-Петербурге;103;Региональный
Присоединить ЖК «Внуково 2016» к району Внуково г.Москвы;102;Муниципальный
Принять лимит на 10 бесплатных поездок в месяц подмосковным пенсионерам в общественном транспорте г.Москвы;102;Региональный
Ввести платный въезд в Москву в будни с 7:00 до 10:00;99;Региональный
Принять регламент обращения с находками в метро, исключающий закрытие станций (г.Санкт-Петербург);99;Региональный
 Ввести закон о запрете разводов до достижения детьми 24 летнего возраста;96;Федеральный
Возврат пригородных электричек на маршрут Арзамас - Сергач - Канаш;96;Региональный
Запретить производство цианида натрия в Кемеровской области;96;Региональный
Изменить отраслевую организацию структуры Правительства России на корпоративную;94;Федеральный
Принять решение Правительству г.Москвы для предоставления дотаций по техническому содержанию многоквартирных жилых домов, расположенных в Троицком АО г.Москвы на уровне предоставляемых аналогичных дотаций на территории старой Москвы;94;Региональный
Развитие транспортной инфраструктуры МО Шушары Пушкинского района г.Санкт-Петербурга;92;Региональный
Отменить для физических лиц налог на доходы от сдачи жилья в аренду во время ЧМ 2018 по футболу;91;Федеральный
Создать Комиссию по соблюдению демократических ценностей и социальным преобразованиям;90;Федеральный
Запретить движение легковых такси по выделенным полосам (г.Москва);89;Региональный
Реконструировать транспортную развязку (г.Химки);87;Региональный
Разрешить добровольное внесение записей о нерожденных детях в паспорт гражданина РФ;87;Федеральный
Организовать пешеходный переход через железнодорожные пути между 1-й Утиной и Арктической улицами по координатам 60.031404, 30.305871 (г.Санкт-Петербург);84;Региональный
Оставить без изменений Проект планировки территории (ППТ № 1086) и не допустить строительство четырех высотных жилых домов в Калининском районе Санкт-Петербурга;82;Муниципальный
Построить спортивный автодром международного уровня в городе Волгограде;81;Муниципальный
Построить сквер в г.Ижевске на пересечении улиц Воровского и Карла Либкнехта;81;Муниципальный
Запретить ввоз твердых бытовых отходов на территорию Московской области из других субъектов РФ;80;Региональный
Исключить объекты озера Тургояк  из туристического кластера «Синегорье» (г.Миасс, Челябинская обл.);79;Региональный
Отменить решение об увеличении пропускной способности грузовых железнодорожных составов по направлению к порту Бронка через Петергоф и Ломоносов;79;Региональный
Заложить городской парк в северо-западной части города Краснодара;76;Региональный
Перевести угольную котельную Спб ГБУ «Пансионат «Заря» в пос.Репино на газ;76;Региональный
Раскатывать лыжные трассы под коньковый ход (г.Москва);76;Региональный
Убрать искусственный холм со станции «Печатники» московского метро;74;Региональный
Перевести Пензенскую область в часовой пояс UTC+4 (МСК+1);73;Региональный
Ввести в эксплуатацию внутригородскую электричку (кольцевую ветку открытого метро)  «Юнтолово-Сосновая Поляна» после реконструкции железнодорожной инфраструктуры Санкт-Петербурга;73;Региональный
Запретить строительство выше 5 (пяти) этажей в границах улиц Вилоновской, Самарской, Ульяновской, Ленинской в Ленинском районе г.о.Самара;73;Муниципальный
Организовать пункты раздельного сбора мусора в г.Обнинске;73;Муниципальный
Отменить валидаторы в наземном общественном транспорте Санкт-Петербурга;70;Региональный
Присоединить Люберцы к городу федерального значения Москва;69;Региональный
Возродить живое русское народное пение в Москве;67;Региональный
Вернуть статус участка, находящегося в сквере им.Фадеева на пр.Ленина - ул.Осипенко, в зону рекреации - Р2 (зона парков, бульваров и набережных) (г.Самара);67;Муниципальный
Увеличить районный коэффициент для жителей Приморского края до 30%;65;Региональный
Устранить необоснованное ограничение 4 месяца в Положении о знаке «Жителю блокадного Ленинграда»;65;Региональный
Построить международный аэропорт в Ижевске;65;Региональный
Прекратить строительство храма в мкр.Заречный (г.Томск);63;Муниципальный
Разделение функций денег;61;Федеральный
Включить холмы всего округа Балаклавы, мыса Айя, мыса Фиолента в особо охраняемую природную зону Крымского побережья и не допустить их застройку;61;Региональный
Отменить ограничение маршрутов, на которых действует ЕТК «Стрелка»;60;Региональный
Построить второй автопешеходный мост через р.Волга в г.Костроме;60;Муниципальный
Отменить постановление о нерегулируемых тарифах на проезд в Саратове;59;Муниципальный
Учреждение в календаре России Дней триумфа мастерства современной России;59;Федеральный
Присоединить территорию ЖК «Татьянин Парк» к ЗАО города Москвы, муниципальному округу Солнцево;58;Муниципальный
Предоставить судьям, проработавшим более 5 лет, при уходе в отставку право на пожизненное содержание от государства пропорционально отработанному времени независимо от возраста;58;Федеральный
Принять в качестве Государственного гимна России песню «Хотят ли русские войны» автор музыки Эдуард Колмановский, автор слов Евгений Евтушенко;58;Федеральный
Упростить порядок установки ограждений на придомовых территориях в Московской области;55;Региональный
Переименовать праздник День Космонавтики в День прорыва российской цивилизации в Космос и перенести выходной день с 12 июня на 12 апреля;54;Федеральный
Предотвратить загрязнение Воронежского водохранилища;54;Региональный
Построить автодорогу Верхотурье - Махнёво - Туринск (Свердловская область);54;Региональный
Изменить схему организации движения по Ярославскому и Костромскому проспектам (г.Санкт-Петербург);54;Региональный
Запретить Сибирской генерирующей компании переводить ТЭЦ на низкокачественный бурый уголь;54;Муниципальный
Построить ветку метро до мкр.Железнодорожный г.Балашиха;53;Региональный
Указывать цель накопления денег при открытии банковского вклада;53;Федеральный
Восстановить в Екатеринбурге сельскохозяйственные рынки;53;Муниципальный
Предоставить деревне Кудрово статус отдельного муниципального образования (Ленинградская область);52;Региональный
Проложить короткий участок дороги для соединения пр.Строителей (Кудрово) и участок кругового движения между ТРК Мега-Дыбенко и Автополе (Ленинградская область, Всеволожский муниципальный район);52;Муниципальный
Закрыть Алексинский карьер (полигон) для сброса ТБО в Клинском районе;52;Муниципальный
Построить стационарный мост и асфальтированную дорогу в Малмыжском районе Кировской области;49;Региональный
Обеспечить финансирование Специализированного учебно-научного центра Новосибирского государственного университета (СУНЦ НГУ);49;Региональный
Создать пешеходный переход над МКАД между Путилково и Северным Тушино;48;Региональный
Запретить нефтедобычу в Чёрном море;48;Региональный
Способы контроля численности беспризорных собак;48;Региональный
Создать государственную управляющую компанию для управления многоквартирными домами на территории поселения Внуковское города Москвы;47;Муниципальный
Перевести время в Краснодарском крае на 1 час вперед, МСК+1/UTS+4;45;Региональный
Изменить план прохождения автодороги «Москва - Егорьевск - Тума - Касимов» по сельскому поселению Вялковское в обход жилых домов во избежание их сноса;45;Региональный
Остановить создание новых полигонов ТБО в Дмитровском районе Московской области;45;Региональный
Построить открытый велоспортивный комплекс (байк-парк) в г.Саратове;43;Муниципальный
Установить светофоры на пересечении Морского и Университетского проспектов с Бердским шоссе (г.Новосибирск);42;Муниципальный
Перевести время в Ростовской области на час вперёд (UTC+4);42;Региональный
Ввести платный проезд в общественном транспорте для работающих пенсионеров (г.Москва);41;Региональный
Расширить автомобильный мост через пр.Нагибина на ул.Нансена (г.Ростов-на-Дону);41;Муниципальный
Дать возможность официально работать в такси водителям, у которых в собственности автомобили цвета, не предусмотренного для этой деятельности региональными и федеральными властями;41;Региональный
Создать вокруг города Краснодара 3 «особые экономические зоны». Создать в городе Краснодаре архитектурную комиссию.;41;Региональный
Решить экологические проблемы Красноярска и его пригородов путём газификации магистральным газопроводом;40;Региональный
Проиндексировать региональный материнский капитал в 2018 году и выдать семьям на личные нужды (Саратовская область);40;Региональный
Отменить разработку карьера рядом с Серпуховом;40;Региональный
Обеспечить пассажирским транспортом п.Краснодарский г.Краснодар;38;Муниципальный
Построить новую школу в с.Перхушково Одинцовского района Московской области;37;Региональный
Построить асфальтированую пешеходную дорожку на экологической тропе «Боровики» (г.Пермь);37;Муниципальный
Не допустить строительство угольного терминала в пгт Славянка;36;Региональный
Перевести время в Кировской области на 1 час вперед, московское время плюс один час, МСК+1/UTC+4;36;Региональный
Закон о Земле и землепользовании в Свердловской области;36;Региональный
Изменить порядок расчета средней зарплаты в регионе (Мурманская область);36;Региональный
Отменить празднование дня города Ростова-на-Дону и возместить ущерб семьям, пострадавшим в результате пожара 21 августа в городе Ростове-на-Дону;35;Региональный
Восстановить железнодорожный переезд (ликвидированный в советские времена) в районе улицы Линейной, соединив улицу Семьи Шамшиных с улицей Брестской (г.Новосибирск);35;Муниципальный
Увеличить количество ежемесячных поездок в общественном транспорте по транспортной карте пенсионера в г.Новосибрске и Новосибирской области;35;Региональный
Изменить порядок работы пешеходных светофоров на регулируемых пешеходных переходах (Краснодарский край);34;Региональный
Отказаться от использования песко-соляных смесей (г.Пермь);34;Муниципальный
Изменить налоги для увеличения бюджетов в России;34;Федеральный
Пустить на Филёвской линии московского метро специальные музыкально-концертные поезда;34;Региональный
Выкуп земельных участков у погорельцев (Ростовская обл.);34;Региональный
Вернуть прямые выборы мэра в Омске;33;Региональный
Создать в областном центре Самара Общество защиты животных;33;Муниципальный
Закрыть и перенести полигон (свалку) ТБО в Абинском районе Краснодарского края;33;Муниципальный
Заменить знаки 3.27 «Остановка запрещена» возле школ и других общественных учреждений на знаки 3.28 «Стоянка запрещена» (где возможно) (г.Екатеринбург);32;Муниципальный
Отказаться от планов по строительству храма на набережной (Стрелке) Красноярска;32;Муниципальный
Запретить строительство мусоросжигательного завода в 800 метрах от Орехово-Зуево Московской области на участке 50:24:0010409:49 и перенести его строительство на расстояние более 10 км от границ города;31;Муниципальный
Открыть филиал МФЦ в мкрн.Левобережный г.о.Химки;30;Муниципальный
Предотвратить самовольное неуправляемое разрушение архитектурного наследия Краснодара;30;Муниципальный
Помочь Ростовчанам-на-Дону;29;Региональный
Создать в детской поликлинике г.Жигулевска современную лабораторию для быстрой и своевременной проверки анализов;29;Муниципальный
Внести изменения в Закон Томской области «Об обеспечении тишины и покоя граждан»;29;Региональный
Присоединить городской округ Химки к городу федерального значения Москва;29;Муниципальный
Уменьшить ставку УСН для отдельных видов деятельности в Пермском крае;28;Региональный
Убрать с улиц города Ростов-на-Дону всех бродячих собак;28;Муниципальный
Вернуть врачей-специалистов в детскую поликлинику ГУЗ «ДКП № 31» (г.Волгоград);28;Муниципальный
Ввести мораторий на многоэтажное и уплотнительное строительство в районах г.Ижевска со сформированной застройкой;28;Муниципальный
Запретить ввоз московского мусора на полигон Скоково;28;Региональный
Обязать владельцев собак убирать за ними экскременты во время выгула, внеся соответствующие изменения в Кодекс города Томска об административных правонарушениях;27;Муниципальный
Ввести программу «Активное долголетие» в Краснодарском крае;27;Региональный
Приостановить введение платной парковки в городе Воронеже до момента введения в эксплуатацию перехватывающих парковок и решения проблемы общественного транспорта;26;Муниципальный
Запретить строительство домов на месте автостоянки в 9-м микрорайоне Зеленограда (Старое Крюково, г.Москва);26;Муниципальный
Установить светофор на ул.Янка Купала при повороте с Южного шоссе в сторону микрорайона Юг (г.Нижний Новгород);26;Муниципальный
Запретить использование химических реагентов на автомобильных дорогах и пешеходных зонах города Саратова;25;Муниципальный
Не допустить отмены троллейбусного движения в г.Перми;25;Муниципальный
Ввести электронный график проведения массовых мероприятий (г.Пермь);25;Муниципальный
Вернуть маршрутные такси № 53, № 44, № 10А (г.Волгоград);25;Муниципальный
Вернуть месячные проездные билеты «Автобус-метро», «Трамвай-троллейбус-метро» в Нижнем Новгороде;25;Муниципальный
Законодательно остановить открытие полигона ТБО вблизи микрорайона Светлый (Новосибирская обл.);24;Региональный
Ограничить передвижение мотоциклистов по городу в ночное время суток с 22-00 до 8-00 (особенно в спальных районах) (г.Краснодар);24;Муниципальный
Организовать диагональный пешеходный переход на перекрестке ул.Октябрьская, ул.Чибьюская и ул.Оплеснина (г.Ухта);24;Муниципальный
Обязать подрядчиков строительства домов сажать деревья на придомовой территории в Приморском крае;23;Региональный
Внести изменения в закон Кемеровской области от 28.11.2002 г. № 95-ОЗ «О транспортном налоге» в части ограничения мощности легкового автомобиля до 150 л.с. (110,33 кВт) для многодетных семей;23;Региональный
Перенести начало занятий в Саратовских ВУЗах на 9.00;23;Муниципальный
Установить светофор с зеленой стрелкой поворота налево для проезда автотранспорта с ул.Соколовогорской на ул.Аэропорт (г.Саратов);23;Муниципальный
Перенести остановочный комплекс трамвая «ул.Бажова» по четной стороне пр-та Ленина (г.Екатеринбург);22;Муниципальный
Газифицировать загородный детский оздоровительный лагерь «Лесная Сказка» (Пермский край);22;Региональный
Вернуть троллейбусы на дороги города Владивостока;22;Муниципальный
Улучшить медобслуживание в ГБУЗ МО Видновская РКБ (детская поликлиника);22;Муниципальный
Снизить предельные тарифы на технический осмотр на 18% в Белгородской области за счёт исключения НДС (налога на добавленную стоимость), плательщиками которого операторы техосмотра не являются;22;Региональный
Отменить Постановление Администрации Волгоградской области от 23 мая 2016 года № 253-п;22;Региональный
Оборудовать пешеходный переход на перекрестке улиц Советская и Красноярская (г.Иркутск);21;Муниципальный
Провести комплекс мероприятий по организации отлова и передержке отловленных животных (г.Балаково, Саратовская область);21;Муниципальный
Построить вторую детскую стоматологическую поликлинику в г.Сургуте (ХМАО-Югра, Тюменская область);21;Региональный
Против мусорного полигона в районе села Яркого;21;Региональный
Увеличить количество ежемесячных поездок в общественном транспорте по электронной транспортной карте гражданам, проживающим на территории г.Омска и Омской области;21;Региональный
Улучшить дорожное движение на перекрестке Джалиль - Альметьевск - Сарманово;20;Региональный
Разрешить прямые выборы глав и депутатов муниципальных образований в Вологодской области;20;Региональный
Остановить вырубку деревьев в парке «Зеленый остров» (г.Омск);19;Муниципальный
Создать в Приморском крае экологическую полицию;19;Региональный
Перенести остановку пл.Застава (при движении из центра) за перекрёсток с ул.Донбасской (г.Воронеж);19;Муниципальный
Запретить поворот налево с улицы Достоевского на улицу Федосеенко на ж/д переезд (г.Нижний Новгород);18;Муниципальный
Снизить тарифы на проезд в общественном транспорте Краснодара;18;Муниципальный
Остановить переименование остановки «Кинотеатр «Дружба» в «Банк ВТБ»;18;Муниципальный
Уменьшить выгрузку в 3 раза угля в порту Находка;18;Региональный
Развитие промышленности, в том числе заводов и технических цехов на территории Забайкальского края ;18;Региональный
Провести пересмотр технических решений «Автомобильная дорога местного значения по ул.им.Думенко от ул.им.70-летия Октября до ул.им.Калинина в г.Краснодаре»;17;Муниципальный
Построить вертолетную площадку для нужд санитарной авиации при Ухтинской городской больнице (Республика Коми);17;Региональный
Изменить направление движения вокруг Театральной площади на противоположное (г.Калуга);17;Муниципальный
Увеличить разрешенную скорость движения по ул.Дубровинского до 80 км/ч (г.Красноярск);17;Муниципальный
Ограничить высотную застройку и количество этажей в новых жилых домах (Ленинградская область);17;Региональный
Обустроить пешеходный тротуар вдоль улиц Армейская и Яковлевская в ТиНАО г.Москвы;17;Муниципальный
Запретить строительство в пойме реки Царицы, оставить природу нетронутой;16;Муниципальный
Запретить использование химических реагентов на автомобильных дорогах (Красноярский край);16;Региональный
Запретить проект «Производство карбамата МН мощностью 15 000 тонн в год» в г.Волжский;16;Муниципальный
Принять меры по недопущению транспортного коллапса в г.Владимире в связи с ремонтом участка трассы М-7;16;Региональный
Изменить маршрут следования микроавтобусов № 56 «ул.Техническая - ул.Грибова» (г.Саратов);16;Муниципальный
